resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,fastestLapTime,statusId,rank
309,1139,815,9,11,11,9,9,9,0,19,+29.950,1896096,19,1:38.452,1,\N
310,1139,857,1,81,16,10,10,10,0,19,+37.059,1903205,19,1:37.567,1,\N
311,1139,852,215,22,9,11,11,11,0,19,+38.363,1904509,19,1:39.136,1,\N
312,1139,861,3,43,10,12,12,12,0,19,+39.460,1905606,19,1:39.335,1,\N
313,1139,840,117,18,13,13,13,13,0,19,+41.236,1907382,19,1:39.532,1,\N
314,1139,842,214,10,12,14,14,14,0,19,+41.995,1908141,19,1:39.438,1,\N
315,1139,839,214,31,17,15,15,15,0,19,+42.804,1908950,7,1:38.835,1,\N
316,1139,859,215,30,15,16,16,16,0,19,+44.008,1910154,7,1:39.237,1,\N
317,1139,848,3,23,0,17,17,17,0,19,+44.564,1910710,17,1:39.198,1,\N
318,1139,4,117,14,14,18,18,18,0,19,+46.807,1912953,18,1:39.250,1,\N
319,1139,855,15,24,19,19,19,19,0,19,+52.842,1918988,17,1:39.705,1,\N
320,1139,822,15,77,18,20,20,20,0,19,+54.476,1920622,16,1:39.642,1,\N
321,1141,846,1,4,2,1,1,1,8,24,29:46.045,1786045,15,1:11.917,1,\N
322,1141,857,1,81,1,2,2,2,7,24,+0.593,1786638,17,1:11.783,1,\N
323,1141,844,6,16,3,3,3,3,6,24,+5.656,1791701,3,1:11.914,1,\N
324,1141,830,9,1,4,4,4,4,5,24,+6.497,1792542,18,1:11.852,1,\N
325,1141,832,6,55,5,5,5,5,4,24,+7.224,1793269,17,1:11.975,1,\N
326,1141,847,131,63,6,6,6,6,3,24,+12.475,1798520,12,1:12.142,1,\N
327,1141,842,214,10,7,7,7,7,2,24,+18.161,1804206,19,1:12.400,1,\N
328,1141,815,9,11,13,8,8,8,1,24,+18.717,1804762,24,1:11.678,1,\N
329,1141,859,215,30,8,9,9,9,0,24,+20.773,1806818,18,1:12.596,1,\N
330,1141,848,3,23,9,10,10,10,0,24,+24.606,1810651,24,1:11.692,1,\N
331,1141,1,131,44,11,11,11,11,0,24,+29.764,1815809,21,1:12.546,1,\N
332,1141,861,3,43,14,12,12,12,0,24,+33.233,1819278,15,1:12.701,1,\N
333,1141,839,214,31,16,13,13,13,0,24,+34.128,1820173,16,1:12.882,1,\N
334,1141,860,210,50,10,14,14,14,0,24,+35.507,1821552,4,1:12.974,1,\N
335,1141,852,215,22,17,15,15,15,0,24,+41.374,1827419,14,1:12.838,1,\N
336,1141,822,15,77,15,16,16,16,0,24,+43.231,1829276,24,1:12.698,1,\N
337,1141,855,15,24,0,17,17,17,0,24,+54.139,1840184,3,1:13.559,1,\N
338,1141,4,117,14,0,18,18,18,0,24,+56.537,1842582,16,1:13.111,1,\N
339,1141,840,117,18,0,19,19,19,0,24,+57.983,1844028,3,1:13.560,1,\N
340,1141,807,210,27,12,20,20,20,0,19,\N,\N,16,1:12.879,43,\N
341,1143,857,1,81,3,1,1,1,8,19,27:03.010,1623010,17,1:24.494,1,\N
342,1143,846,1,4,1,2,2,2,7,19,+0.136,1623146,13,1:24.329,1,\N
343,1143,847,131,63,2,3,3,3,6,19,+0.410,1623420,18,1:24.380,1,\N
344,1143,832,6,55,4,4,4,4,5,19,+1.326,1624336,16,1:24.405,1,\N
345,1143,844,6,16,5,5,5,5,4,19,+5.073,1628083,18,1:23.923,1,\N
346,1143,1,131,44,7,6,6,6,3,19,+5.650,1628660,18,1:24.337,1,\N
347,1143,807,210,27,9,7,7,7,2,19,+8.508,1631518,18,1:24.284,1,\N
348,1143,830,9,1,6,8,8,8,1,19,+10.368,1633378,18,1:24.577,1,\N
349,1143,842,214,10,8,9,9,9,0,19,+14.513,1637523,19,1:24.930,1,\N
350,1143,825,210,20,15,10,10,10,0,19,+15.485,1638495,18,1:24.568,1,\N
351,1143,4,117,14,11,11,11,11,0,19,+19.204,1642214,19,1:24.281,1,\N
352,1143,822,15,77,13,12,12,12,0,19,+23.351,1646361,12,1:25.447,1,\N
353,1143,840,117,18,14,13,13,13,0,19,+24.421,1647431,18,1:25.369,1,\N
354,1143,839,214,31,17,14,14,14,0,19,+30.379,1653389,19,1:25.598,1,\N
355,1143,848,3,23,12,15,15,15,0,19,+33.062,1656072,18,1:25.443,1,\N
356,1143,859,215,30,10,16,16,16,0,19,+34.356,1657366,18,1:25.762,1,\N
357,1143,852,215,22,16,17,17,17,0,19,+35.102,1658112,17,1:25.838,1,\N
358,1143,861,3,43,0,18,18,18,0,19,+35.639,1658649,18,1:25.599,1,\N
359,1143,855,15,24,18,19,19,19,0,19,+1:11.436,1694446,19,1:25.051,1,\N
360,1143,815,9,11,0,20,20,20,0,19,+1:14.371,1697381,18,1:24.892,1,\N
361,1146,1,6,44,1,1,1,1,8,19,30:39.965,1839965,2,1:35.399,1,1
362,1146,857,1,81,3,2,2,2,7,19,+6.889,1846854,7,1:35.854,1,4
363,1146,830,9,1,2,3,3,3,6,19,+9.804,1849769,2,1:35.745,1,2
364,1146,847,131,63,5,4,4,4,5,19,+11.592,1851557,4,1:35.891,1,5
365,1146,844,6,16,4,5,5,5,4,19,+12.190,1852155,4,1:36.255,1,6
366,1146,852,215,22,8,6,6,6,3,19,+22.288,1862253,4,1:36.388,1,8
367,1146,863,131,12,7,7,7,7,2,19,+23.038,1863003,5,1:36.311,1,7
368,1146,846,1,4,6,8,8,8,1,19,+23.471,1863436,4,1:36.708,1,11
369,1146,840,117,18,10,9,9,9,0,19,+24.916,1864881,4,1:36.435,1,9
370,1146,4,117,14,11,10,10,10,0,19,+38.218,1878183,8,1:37.058,1,12
371,1146,848,3,23,9,11,11,11,0,19,+39.292,1879257,7,1:37.344,1,15
372,1146,842,214,10,17,12,12,12,0,19,+39.649,1879614,3,1:37.481,1,17
373,1146,865,215,6,15,13,13,13,0,19,+42.400,1882365,3,1:37.549,1,18
374,1146,859,9,30,19,14,14,14,0,19,+44.904,1884869,4,1:37.163,1,14
375,1146,860,210,87,12,15,15,15,0,19,+45.649,1885614,3,1:37.135,1,13
376,1146,839,210,31,18,16,16,16,0,19,+46.182,1886147,3,1:37.554,1,19
377,1146,832,3,55,13,17,17,17,0,19,+51.376,1891341,13,1:35.819,1,3
378,1146,864,15,5,14,18,18,18,0,19,+53.940,1893905,3,1:37.475,1,16
379,1146,807,15,27,20,19,19,19,0,19,+56.682,1896647,4,1:36.529,1,10
380,1146,862,214,7,16,20,20,20,0,19,+1:10.212,1910177,3,1:37.686,1,20
381,1150,846,1,4,3,1,1,1,8,18,36:37.647,2197647,4,1:40.334,1,5
382,1150,857,1,81,2,2,2,2,7,18,+0.672,2198319,7,1:40.238,1,4
383,1150,1,6,44,7,3,3,3,6,18,+1.073,2198720,13,1:36.368,1,1
384,1150,847,131,63,5,4,4,4,5,18,+3.127,2200774,6,1:40.963,1,7
385,1150,840,117,18,16,5,5,5,4,18,+3.412,2201059,13,1:36.839,1,2
386,1150,852,9,22,20,6,6,6,3,18,+5.153,2202800,13,1:38.078,1,3
387,1150,863,131,12,1,7,7,7,2,18,+5.635,2203282,6,1:41.012,1,8
388,1150,842,214,10,13,8,8,8,1,18,+5.973,2203620,7,1:42.694,1,16
389,1150,807,15,27,11,9,9,9,0,18,+6.153,2203800,5,1:42.871,1,17
390,1150,865,215,6,9,10,10,10,0,18,+7.502,2205149,6,1:42.260,1,13
391,1150,848,3,23,8,11,11,11,0,18,+7.522,2205169,7,1:41.699,1,9
392,1150,839,210,31,12,12,12,12,0,18,+8.998,2206645,6,1:42.550,1,14
393,1150,859,215,30,14,13,13,13,0,18,+9.024,2206671,7,1:41.922,1,11
394,1150,860,210,87,19,14,14,14,0,18,+9.218,2206865,5,1:42.237,1,12
395,1150,864,15,5,18,15,15,15,0,18,+9.675,2207322,6,1:42.989,1,18
396,1150,862,214,7,17,16,16,16,0,18,+9.909,2207556,7,1:43.076,1,19
397,1150,830,9,1,4,17,17,17,0,18,+12.059,2209706,5,1:40.697,1,6
398,1150,4,117,14,10,18,R,18,0,13,\N,\N,7,1:41.782,31,10
399,1150,832,3,55,15,19,R,19,0,12,\N,\N,5,1:42.638,31,15
400,1150,844,6,16,6,20,R,20,0,0,\N,\N,\N,\N,31,\N
401,1157,830,9,1,2,1,1,1,8,15,26:37.997,1597997,6,1:46.052,1,2
402,1157,857,1,81,1,2,2,2,7,15,+0.753,1598750,6,1:46.061,1,3
403,1157,846,1,4,3,3,3,3,6,15,+1.414,1599411,6,1:45.914,1,1
404,1157,844,6,16,4,4,4,4,5,15,+10.176,1608173,2,1:46.343,1,4
405,1157,839,210,31,5,5,5,5,4,15,+13.789,1611786,2,1:46.772,1,7
406,1157,832,3,55,6,6,6,6,3,15,+14.964,1612961,7,1:46.770,1,6
407,1157,860,210,87,7,7,7,7,2,15,+18.610,1616607,2,1:47.038,1,9
408,1157,865,215,6,9,8,8,8,1,15,+19.119,1617116,2,1:46.973,1,8
409,1157,864,15,5,10,9,9,9,0,15,+22.183,1620180,2,1:47.086,1,10
410,1157,859,215,30,11,10,10,10,0,15,+22.897,1620894,2,1:47.249,1,12
411,1157,852,9,22,12,11,11,11,0,15,+24.551,1622548,4,1:47.326,1,15
412,1157,847,131,63,13,12,12,12,0,15,+25.969,1623966,4,1:47.278,1,13
413,1157,840,117,18,15,13,13,13,0,15,+26.595,1624592,5,1:47.307,1,14
414,1157,4,117,14,14,14,14,14,0,15,+29.046,1627043,5,1:47.444,1,17
415,1157,1,6,44,18,15,15,15,0,15,+30.175,1628172,4,1:47.201,1,11
416,1157,848,3,23,16,16,16,16,0,15,+30.941,1628938,6,1:47.419,1,16
417,1157,863,131,12,19,17,17,17,0,15,+31.981,1629978,5,1:46.698,1,5
418,1157,807,15,27,17,18,18,18,0,15,+32.867,1630864,8,1:47.575,1,18
419,1157,861,214,43,20,19,19,19,0,15,+38.072,1636069,15,1:47.944,1,20
420,1157,842,214,10,8,20,R,20,0,12,\N,\N,6,1:47.651,31,19
421,1163,830,9,1,1,1,1,1,8,19,37:58.229,2278229,7,1:36.527,1,1
422,1163,847,131,63,5,2,2,2,7,19,+0.395,2278624,6,1:36.876,1,2
423,1163,832,3,55,7,3,3,3,6,19,+0.791,2279020,6,1:37.510,1,5
424,1163,1,6,44,8,4,4,4,5,19,+1.224,2279453,10,1:37.096,1,3
425,1163,844,6,16,10,5,5,5,4,19,+1.825,2280054,7,1:37.391,1,4
426,1163,848,3,23,9,6,6,6,3,19,+2.576,2280805,7,1:38.220,1,7
427,1163,852,9,22,18,7,7,7,2,19,+2.976,2281205,15,1:38.268,1,8
428,1163,863,131,12,11,8,8,8,1,19,+4.147,2282376,8,1:37.758,1,6
429,1163,859,215,30,15,9,9,9,0,19,+4.804,2283033,10,1:38.654,1,10
430,1163,842,214,10,13,10,10,10,0,19,+5.126,2283355,7,1:38.932,1,13
431,1163,864,15,5,20,11,11,11,0,19,+5.649,2283878,8,1:39.006,1,14
432,1163,865,215,6,12,12,12,12,0,19,+6.228,2284457,8,1:39.057,1,15
433,1163,807,15,27,4,13,13,13,0,19,+6.624,2284853,14,1:39.069,1,16
434,1163,861,214,43,17,14,14,14,0,19,+8.006,2286235,10,1:39.235,1,17
435,1163,860,210,87,16,15,15,15,0,19,+13.576,2291805,8,1:38.435,1,9
436,1163,839,210,31,19,16,R,16,0,15,\N,\N,7,1:38.701,31,11
437,1163,840,117,18,14,17,R,17,0,15,\N,\N,8,1:38.766,31,12
438,1163,846,1,4,2,18,R,18,0,0,\N,\N,\N,\N,31,\N
439,1163,857,1,81,3,19,R,19,0,0,\N,\N,\N,\N,31,\N
440,1163,4,117,14,6,20,R,20,0,0,\N,\N,\N,\N,31,\N
441,1165,846,1,4,1,1,1,1,8,24,53:25.928,3205928,11,1:12.120,1,1
442,1165,863,131,12,2,2,2,2,7,24,+0.845,3206773,10,1:12.138,1,2
443,1165,847,131,63,4,3,3,3,6,24,+2.318,3208246,10,1:12.263,1,4
444,1165,830,9,1,6,4,4,4,5,24,+4.423,3210351,12,1:12.617,1,5
445,1165,844,6,16,8,5,5,5,4,24,+16.483,3222411,23,1:13.111,1,8
446,1165,4,117,14,5,6,6,6,3,24,+18.306,3224234,11,1:13.226,1,11
447,1165,1,6,44,11,7,7,7,2,24,+18.603,3224531,13,1:12.955,1,6
448,1165,842,214,10,13,8,8,8,1,24,+19.366,3225294,13,1:13.155,1,9
449,1165,840,117,18,7,9,9,9,0,24,+23.933,3229861,13,1:13.197,1,10
450,1165,865,215,6,9,10,10,10,0,24,+29.548,3235476,12,1:13.444,1,13
451,1165,839,210,31,18,11,11,11,0,24,+31.000,3236928,12,1:13.791,1,17
452,1165,860,210,87,15,12,12,12,0,24,+36.334,3242262,12,1:13.757,1,16
453,1165,852,9,22,19,13,13,13,0,24,+38.462,3244390,12,1:13.921,1,19
454,1165,832,3,55,20,14,14,14,0,24,+38.951,3244879,22,1:13.712,1,15
455,1165,807,15,27,10,15,15,15,0,24,+42.349,3248277,9,1:12.186,1,3
456,1165,859,215,30,17,16,16,16,0,24,+43.090,3249018,13,1:13.896,1,18
457,1165,848,3,23,12,17,17,17,0,24,+55.456,3261384,5,1:13.372,1,12
458,1165,864,15,5,14,18,18,18,0,23,+-1:59:11.640,3157568,13,1:13.517,31,14
459,1165,857,1,81,3,19,R,19,0,5,\N,\N,5,1:12.992,31,7
460,1165,861,214,43,16,20,R,20,0,5,\N,\N,4,1:14.056,31,20
461,1167,857,1,81,1,1,1,1,8,19,26:51.033,1611033,19,1:23.988,1,4
462,1167,847,131,63,2,2,2,2,7,19,+4.951,1615984,16,1:24.564,1,8
463,1167,846,1,4,3,3,3,3,6,19,+6.279,1617312,18,1:24.507,1,6
464,1167,830,9,1,6,4,4,4,5,19,+9.054,1620087,17,1:24.541,1,7
465,1167,852,9,22,5,5,5,5,4,19,+19.327,1630360,17,1:24.816,1,9
466,1167,863,131,12,7,6,6,6,3,19,+21.391,1632424,19,1:24.464,1,5
467,1167,4,117,14,4,7,7,7,2,19,+24.556,1635589,4,1:25.415,1,11
468,1167,832,3,55,8,8,8,8,1,19,+27.333,1638366,5,1:25.463,1,12
469,1167,865,215,6,11,9,9,9,0,19,+28.206,1639239,5,1:25.404,1,10
470,1167,848,3,23,10,10,10,10,0,19,+28.925,1639958,16,1:25.509,1,13
471,1167,864,15,5,13,11,11,11,0,19,+32.966,1643999,4,1:25.663,1,18
472,1167,860,210,87,12,12,12,12,0,19,+34.529,1645562,5,1:25.593,1,15
473,1167,844,6,16,9,13,13,13,0,19,+35.182,1646215,4,1:25.638,1,17
474,1167,859,215,30,16,14,14,14,0,19,+36.916,1647949,5,1:25.620,1,16
475,1167,839,210,31,15,15,15,15,0,19,+38.838,1649871,5,1:25.555,1,14
476,1167,807,15,27,14,16,16,16,0,19,+39.638,1650671,5,1:25.678,1,19
477,1167,1,6,44,18,17,17,17,0,19,+46.171,1657204,8,1:25.782,1,20
478,1167,842,214,10,19,18,18,18,0,19,+1:09.534,1680567,19,1:23.188,1,1
479,1167,840,117,18,17,19,19,19,0,19,+1:17.960,1688993,15,1:23.585,1,2
480,1167,861,214,43,20,20,20,20,0,19,+1:20.804,1691837,19,1:23.765,1,3
481,1170,847,131,63,1,1,1,1,8,19,33:38.998,2018998,18,1:35.101,1,4
482,1170,844,6,16,6,2,2,2,7,19,+0.674,2019672,18,1:34.753,1,1
483,1170,1,6,44,4,3,3,3,6,19,+2.554,2021552,18,1:34.926,1,3
484,1170,846,1,1,3,4,4,4,5,19,+4.433,2023431,19,1:35.708,1,6
485,1170,863,131,12,2,5,5,5,4,19,+5.688,2024686,18,1:34.760,1,2
486,1170,857,1,81,5,6,6,6,3,19,+6.809,2025807,19,1:35.635,1,5
487,1170,859,215,30,13,7,7,7,2,19,+10.900,2029898,19,1:37.882,1,13
488,1170,860,210,87,9,8,8,8,1,19,+11.271,2030269,18,1:37.374,1,11
489,1170,830,9,3,8,9,9,9,0,19,+11.619,2030617,19,1:35.774,1,7
490,1170,839,210,31,12,10,10,10,0,19,+13.887,2032885,18,1:37.363,1,10
491,1170,842,214,10,7,11,11,11,0,19,+14.780,2033778,17,1:38.349,1,17
492,1170,832,3,55,17,12,12,12,0,19,+15.753,2034751,18,1:37.913,1,14
493,1170,864,217,5,14,13,13,13,0,19,+15.858,2034856,18,1:37.800,1,12
494,1170,861,214,43,16,14,14,14,0,19,+16.393,2035391,18,1:37.278,1,9
495,1170,865,9,6,10,15,15,15,0,19,+16.430,2035428,18,1:36.912,1,8
496,1170,848,3,23,22,16,16,16,0,19,+20.014,2039012,19,1:38.158,1,16
497,1170,4,117,14,18,17,17,17,0,19,+21.599,2040597,19,1:38.487,1,19
498,1170,840,117,18,19,18,18,18,0,19,+21.971,2040969,18,1:38.532,1,20
499,1170,815,216,11,21,19,19,19,0,19,+28.241,2047239,18,1:38.862,1,21
500,1170,807,217,27,11,20,R,20,0,12,\N,\N,5,1:38.027,31,15
501,1170,822,216,77,20,21,R,21,0,12,\N,\N,9,1:39.262,31,22
502,1170,866,215,41,15,22,R,22,0,11,\N,\N,6,1:38.475,31,18
503,1172,846,1,1,1,1,1,1,8,19,29:15.045,1755045,10,1:31.885,1,1
504,1172,857,1,81,3,2,2,2,7,19,+3.766,1758811,16,1:32.079,1,4
505,1172,844,6,16,4,3,3,3,6,19,+6.251,1761296,11,1:31.964,1,3
506,1172,847,131,63,6,4,4,4,5,19,+12.951,1767996,10,1:32.387,1,6
507,1172,830,9,3,5,5,5,5,4,19,+13.639,1768684,19,1:32.201,1,5
508,1172,863,131,12,2,6,6,6,3,19,+13.777,1768822,11,1:31.932,1,2
509,1172,1,6,44,7,7,7,7,2,19,+21.665,1776710,6,1:32.448,1,7
510,1172,842,214,10,10,8,8,8,1,19,+30.525,1785570,10,1:33.072,1,8
511,1172,865,9,6,9,9,9,9,0,19,+35.346,1790391,11,1:33.195,1,10
512,1172,861,214,43,8,10,10,10,0,19,+36.970,1792015,6,1:33.139,1,9
513,1172,839,210,31,16,11,11,11,0,19,+56.972,1812017,6,1:34.409,1,14
514,1172,860,210,87,13,12,12,12,0,19,+57.365,1812410,6,1:34.524,1,15
515,1172,832,3,55,14,13,13,13,0,19,+58.504,1813549,5,1:34.008,1,12
516,1172,859,215,30,15,14,14,14,0,19,+59.358,1814403,10,1:34.204,1,13
517,1172,4,117,14,20,15,15,15,0,19,+1:16.067,1831112,11,1:34.720,1,16
518,1172,815,216,11,17,16,16,16,0,19,+1:16.691,1831736,6,1:35.015,1,18
519,1172,840,117,18,21,17,17,17,0,19,+1:17.626,1832671,10,1:35.009,1,17
520,1172,848,3,23,18,18,18,18,0,19,+1:28.173,1843218,18,1:33.473,1,11
521,1172,822,216,77,19,19,19,19,0,19,+1:29.597,1844642,10,1:35.856,1,19
522,1172,807,217,27,12,20,W,20,0,0,\N,\N,\N,\N,\N,\N
523,1172,866,215,41,22,21,W,21,0,0,\N,\N,\N,\N,\N,\N
524,1172,864,217,5,11,22,D,22,0,19,\N,\N,\N,\N,2,\N
525,1173,847,131,63,1,1,1,1,8,23,28:50.951,1730951,16,1:14.702,1,4
526,1173,846,1,1,3,2,2,2,7,23,+1.272,1732223,11,1:14.596,1,2
527,1173,863,131,12,2,3,3,3,6,23,+1.843,1732794,11,1:14.380,1,1
528,1173,857,1,81,4,4,4,4,5,23,+9.797,1740748,17,1:14.793,1,6
529,1173,844,6,16,6,5,5,5,4,23,+9.929,1740880,11,1:14.741,1,5
530,1173,1,6,44,5,6,6,6,3,23,+10.545,1741496,12,1:14.695,1,3
531,1173,830,9,3,7,7,7,7,2,23,+15.935,1746886,11,1:14.974,1,8
532,1173,866,215,41,9,8,8,8,1,23,+29.710,1760661,14,1:15.653,1,10
533,1173,861,214,43,13,9,9,9,0,23,+31.621,1762572,12,1:15.478,1,9
534,1173,832,3,55,10,10,10,10,0,23,+36.793,1767744,17,1:15.943,1,12
535,1173,859,215,30,18,11,11,11,0,23,+1:01.344,1792295,6,1:16.257,1,16
536,1173,864,217,5,12,12,12,12,0,23,+1:01.814,1792765,9,1:15.980,1,13
537,1173,839,210,31,14,13,13,13,0,23,+1:04.209,1795160,9,1:16.849,1,19
538,1173,815,216,11,16,14,14,14,0,23,+1:10.402,1801353,9,1:16.641,1,18
539,1173,807,217,27,11,15,15,15,0,23,+1:12.158,1803109,20,1:16.297,1,17
540,1173,840,117,18,17,16,16,16,0,22,+13.127,1744078,17,1:17.120,11,20
541,1173,822,216,77,21,17,17,17,0,22,+17.861,1748812,17,1:17.212,11,21
542,1173,860,210,87,19,18,18,18,0,22,+23.846,1754797,22,1:16.210,11,15
543,1173,848,3,23,22,19,19,19,0,22,+53.493,1784444,18,1:15.717,11,11
544,1173,842,214,10,20,20,20,20,0,22,+1:08.477,1799428,12,1:16.150,11,14
545,1173,865,9,6,8,21,21,21,0,20,+18.135,1749086,12,1:14.941,11,7
546,1173,4,117,14,15,22,R,22,0,15,\N,\N,8,1:17.543,31,22
